text,label
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] [USER] The problem (at least for me!) is that airlines treat veggies as vegans. Re
[user] [USER] [USER] [USER] I think you're right, some restaurants do this too, vegan c
[user] [USER] [USER] [USER] Restaurant is a different cause you'll know what you're gett
[user] [USER] [USER] [USER] yep agree, we got upgraded recently but no veggie meal book
[user] [USER] [USER] [USER] [USER] lush veggie dinner at the lounge …. [URL]
[user] [USER] [USER] [USER] [USER] [URL]
[user] [USER] [USER] [USER] [USER] If we get a lounge I usually raid the fresh fr
[user] [USER] [USER] [USER] [USER] Here's the made-to-order guac I love so much
[user] [USER] [USER] [USER] [USER] [USER] So starter sorted. Yummalishess
[user] [USER] [USER] [USER] [USER] [USER] Looks like the best options for a
[user] [USER] [USER] [USER] [USER] [USER] Looks pretty good stuff. Dig in
[user] [USER] [USER] [USER] [USER] [USER] And of course everything in this p",Neutral
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] [USER] The problem (at least for me!) is that airlines treat veggies as vegans. Re
[user] [USER] [USER] [USER] I think you're right, some restaurants do this too, vegan c
[user] [USER] [USER] [USER] Restaurant is a different cause you'll know what you're gett
[user] [USER] [USER] [USER] yep agree, we got upgraded recently but no veggie meal book
[user] [USER] [USER] [USER] [USER] lush veggie dinner at the lounge …. [URL]
[user] [USER] [USER] [USER] [USER] [URL]
[user] [USER] [USER] [USER] [USER] If we get a lounge I usually raid the fresh fr
[user] [USER] [USER] [USER] [USER] Here's the made-to-order guac I love so much
[user] [USER] [USER] [USER] [USER] [USER] So starter sorted. Yummalishess
[user] [USER] [USER] [USER] [USER] [USER] Looks like the best options for a
[user] [USER] [USER] [USER] [USER] [USER] Looks pretty good stuff. Dig in
[user] [USER] [USER] [USER] [USER] [USER] And of course everything in this p
[user] [USER] [USER] [USER] [USER] [USER] Mmmmmmmm! I want 1 of each 😛",Positive
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] [USER] The problem (at least for me!) is that airlines treat veggies as vegans. Re
[user] [USER] [USER] [USER] I think you're right, some restaurants do this too, vegan c
[user] [USER] [USER] [USER] Restaurant is a different cause you'll know what you're gett
[user] [USER] [USER] [USER] yep agree, we got upgraded recently but no veggie meal book
[user] [USER] [USER] [USER] [USER] lush veggie dinner at the lounge …. [URL]
[user] [USER] [USER] [USER] [USER] [URL]
[user] [USER] [USER] [USER] [USER] If we get a lounge I usually raid the fresh fr
[user] [USER] [USER] [USER] [USER] Here's the made-to-order guac I love so much
[user] [USER] [USER] [USER] [USER] [USER] So starter sorted. Yummalishess
[user] [USER] [USER] [USER] [USER] [USER] Looks like the best options for a
[user] [USER] [USER] [USER] [USER] [USER] Looks pretty good stuff. Dig in
[user] [USER] [USER] [USER] [USER] [USER] And of course everything in this p
[user] [USER] [USER] [USER] [USER] [USER] [USER] They look so good. Xx",Positive
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] [USER] The problem (at least for me!) is that airlines treat veggies as vegans. Re
[user] [USER] [USER] [USER] I think you're right, some restaurants do this too, vegan c
[user] [USER] [USER] [USER] Restaurant is a different cause you'll know what you're gett
[user] [USER] [USER] [USER] yep agree, we got upgraded recently but no veggie meal book
[user] [USER] [USER] [USER] [USER] lush veggie dinner at the lounge …. [URL]
[user] [USER] [USER] [USER] [USER] [URL]
[user] [USER] [USER] [USER] [USER] If we get a lounge I usually raid the fresh fr
[user] [USER] [USER] [USER] [USER] Looks like I deleted the pic I used to have",Neutral
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell
[user] [USER] 32997821 Thank you",Positive
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell
[user] [USER] 32997821 Thank you
[user] [USER] Thank you for your feedback ID. Our colleagues at the customer relations department ar",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell
[user] [USER] 32997821 Thank you
[user] [USER] Thank you for your feedback ID. Our colleagues at the customer relations department ar
[user] [USER] Hi guys, still nothing. The matter is still unresolved. Do you a phone number in the UK t",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell
[user] [USER] 32997821 Thank you
[user] [USER] Thank you for your feedback ID. Our colleagues at the customer relations department ar
[user] [USER] Hi guys, still nothing. The matter is still unresolved. Do you a phone number in the UK t
[user] [USER] Sorry to hear. They are doing their best - please allow them some more time, they will",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell
[user] [USER] 32997821 Thank you
[user] [USER] Thank you for your feedback ID. Our colleagues at the customer relations department ar
[user] [USER] Hi guys, still nothing. The matter is still unresolved. Do you a phone number in the UK t
[user] [USER] Sorry to hear. They are doing their best - please allow them some more time, they will
[user] [USER] Is there a number I can call? Or can someone call me?",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell
[user] [USER] 32997821 Thank you
[user] [USER] Thank you for your feedback ID. Our colleagues at the customer relations department ar
[user] [USER] Hi guys, still nothing. The matter is still unresolved. Do you a phone number in the UK t
[user] [USER] Sorry to hear. They are doing their best - please allow them some more time, they will
[user] [USER] Is there a number I can call? Or can someone call me?
[user] [USER] Customer Relations can only be reached via email and we're unable to arrange a callbac",Negative
"[user] Dear [USER], cold vegetables and a fruit salad is not an acceptable vegetarian meal in business
[user] [USER] I am sorry to hear about this! Please forward all details to my colleagues from Custom
[user] [USER] I emailed customer.relations[USER].com with a significant complaint on May 18th and s
[user] [USER] It you received a feedback ID then you can rest assured that your details are register
[user] [USER] That's an infuriating response.
[user] [USER] Did you receive a feedback ID? /Ella
[user] [USER] Yes on May 18th then nothing.
[user] [USER] You are most welcome to advise your feedback ID and I will try my best to assist. /Ell
[user] [USER] 32997821 Thank you
[user] [USER] Thank you for your feedback ID. Our colleagues at the customer relations department ar
[user] [USER] Hi guys, still nothing. The matter is still unresolved. Do you a phone number in the UK t
[user] [USER] Sorry to hear. They are doing their best - please allow them some more time, they will
[user] [USER] Is there a number I can call? Or can someone call me?
[user] [USER] Customer Relations can only be reached via email and we're unable to arrange a callbac
[user] [USER] That's not good I'm afraid",Negative
[user] RT [USER]: [USER] I was informed about the delay but was also told that the connecting fli,Negative
"[user] RT [USER]: SUMMER: Munich or Frankfurt, Germany to European cities (& vice versa) from on",Neutral
"[user] [USER] On my flight tomorrow UA961, are meals included? Thanks",Neutral
"[user] [USER] On my flight tomorrow UA961, are meals included? Thanks
[user] [USER] Hi Liam. I am pretty sure there are. Please kindly confirm with United [URL]",Neutral
[user] [USER] I have a question I have a return ticket Riyadh - Munich Transit Frankfurt On the fl,Neutral
"[user] [USER] I have a question I have a return ticket Riyadh - Munich Transit Frankfurt On the fl
[user] [USER] We just replied to your DM. /Alex",Neutral
[user] RT [USER]: [USER] [USER] I'm so upset. I cudve been almost home. Instead they ex,Negative
[user] Lufthansa Celebrates 60 Years in #Greece and Record Passengers in Europe [USER] [URL],Positive
[user] Dear [USER] any chance to know how many hours in total it spent in the air?,Neutral
"[user] Dear [USER] any chance to know how many hours in total it spent in the air?
[user] [USER] I just heard back from my colleagues. The Airbus A320 spent 71.402 hours in the air. /John",Neutral
"[user] Dear [USER] any chance to know how many hours in total it spent in the air?
[user] [USER] I just heard back from my colleagues. The Airbus A320 spent 71.402 hours in the air. /John
[user] [USER] Thanks so much! It's quite an impressive number and it'd be interesting to know more abou",Positive
"[user] Dear [USER] any chance to know how many hours in total it spent in the air?
[user] [USER] I just heard back from my colleagues. The Airbus A320 spent 71.402 hours in the air. /John
[user] [USER] Thanks so much! It's quite an impressive number and it'd be interesting to know more abou
[user] [USER] It spent 71k hours in the air for Lufthansa only. /John",Neutral
"[user] Dear [USER] any chance to know how many hours in total it spent in the air?
[user] [USER] I will try to find this out for you, Ghigo! 😉 /Susi",Neutral
"[user] Carsten Spohr, [USER] CEO, will succeed Akbar Al-Baker, CEO [USER], as [USER] Board Chairm",Neutral
[user] ➡ [USER] ✈ [USER] A350-941 D-AIXH 🌍 landing at [USER] #Lufthansa #LH425 #A350 #Flughafen,Neutral
[user] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER],Neutral
[user] [USER] #usual #delay you hit 100% of my flights with you in delay #Welldone [URL],Negative
[user] RT [USER]: New or old livery? Which one suits better [USER]'s [USER] A350-900s? Photos: Ro,Neutral
[user] RT [USER]: .[USER] CEO Carsten Spohr is new chair of #IATA Board of Governors for 1-year term eff,Neutral
[user] RT [USER]: A [USER] 747 slowly overtakes my [USER] 787 over the North Sea as we cru,Neutral
"[user] RT [USER]: After arriving at the plane, the crew prepares everything for the passengers. Particu",Neutral
[user] [USER] [USER] [USER] Wie wärs Sitz 2K zu reparieren? LX38 30.05.2019. Guter Service i,Negative
"[user] RT [USER]: Carsten Spohr, CEO de Lufthansa, asume la presidencia de la IATA [URL]",Neutral
[user] RT [USER]: Celebrating connectivity between #Thailand and #Germany. Launch of [USER] ne,Positive
[user] RT [USER]: ✈️D-AIGM | [USER] #A340-313 | MSN: 158 🏢[USER] 🌎[USER] 📸04.12.18 #p,Neutral
[user] RT [USER]: The first Lufthansa A350 wearing the updated blue arriving from Newark D-AIXM - [USER],Neutral
[user] RT [USER]: Sassy Funke | Nigerian travel blogger & lifestyle blogger: FLYING TO NIGERIA wi,Neutral
[user] RT [USER]: [USER] Thanks! Help and communication from Lufthansa would be great...but over,Negative
[user] Over greenland onboard [USER] LH456 to [USER] #avgeek [URL],Neutral
"[user] Over greenland onboard [USER] LH456 to [USER] #avgeek [URL]
[user] [USER] Beautiful capture!👍 Thanks for sharing. /Yazz",Positive
[user] .[USER] receives first A321neo in [USER] ([USER] ) #Transportation #aviation #av,Neutral
[user] RT [USER]: One of the worst experiences we've had with international flights is with [USER].,Negative
[user] .[USER] appoints Carsten Spohr as new Board Chairman ( [USER] ) ( [USER] ) [URL],Neutral
[user] [USER] 2/2 when rebooking is processed after departure of your first ticketed flight. I am sorry,Negative
[user] RT [USER]: [USER] fully understand weather challenges but 4+ hour queues for hotel thro,Negative
[user] [USER] congrats! From a 2M mls./year GS/CK flyer. U earned WORLDS WORST AIRLINE title from me to,Negative
[user] RT [USER]: [USER] [USER] [USER] [USER] [USER] [USER],Neutral
[user] RT [USER]: [USER] [USER] I know that but my problem is really serious to talk wit,Negative
[user] ✈️ [USER] [USER] [URL],Neutral
[user] RT [USER]: [USER] What is up with all of the last minute gate changes—too many delays now. LH,Negative
[user] RT [USER]: [USER] An update: trying to get the flight to Munich tonight so I can escape S,Negative
[user] [USER] if you are going to be over an hour late - at least unload priority baggage first. CDG LH,Negative
[user] RT [USER]: Now at #IATAAGM: [USER] interviews [USER]'s Chairman and CEO Carsten Spohr [USER],Neutral
[user] RT [USER]: [USER] [USER] [USER] [USER] [USER] [USER] [USER],Neutral
[user] RT [USER]: Paramos para comer. Os dejo este A321 de [USER] con placa D-AIST en Adolfo Su,Neutral
[user] RT [USER]: .[USER] is the 1st #airline to receive [USER]'s #ONEOrder certification; along w/,Neutral
[user] Is 17 an unlucky number in Germany? This [USER] A320 has no row 17. Only 16 and 18. 🤔 [URL],Neutral
[user] RT [USER]: [USER] [USER] [USER] Da fuck!? Id be pisses as hell! Did you go to the ai,Negative
